site_code,sample_id,sample_method,sample_date,latitude_wgs84,longitude_wgs84,sav_incidence,sav_mass_fresh_g
DI,DSRS_001,rake_handle,2017-05-25,38.08298879,-121.7239087,0,0
DI,DSRS_002,rake_handle,2017-05-25,38.08307424,-121.7223954,1,700
DI,DSRS_003,rake_handle,2017-05-25,38.08320284,-121.7233099,1,832
DI,DSRS_004,rake_handle,2017-05-25,38.08328967,-121.723838,1,1746
DI,DSRS_005,rake_handle,2017-05-25,38.08334413,-121.7232947,1,1397
DI,DSRS_006,rake_handle,2017-05-25,38.08336408,-121.7198779,1,1060
DI,DSRS_007,rake_handle,2017-05-25,38.08338551,-121.7221642,1,1076
DI,DSRS_008,rake_handle,2017-05-25,38.08341728,-121.7215249,1,2658
DI,DSRS_009,rake_handle,2017-05-25,38.08342133,-121.7191173,1,304
DI,DSRS_010,rake_handle,2017-05-25,38.08348097,-121.720742,1,1570
DI,DSRS_011,rake_handle,2017-05-25,38.08350533,-121.7165812,1,284
DI,DSRS_012,rake_handle,2017-05-25,38.08351844,-121.7218852,1,1542
DI,DSRS_013,rake_handle,2017-05-25,38.08360829,-121.7198334,1,1302
DI,DSRS_014,rake_handle,2017-05-25,38.08363244,-121.7174882,1,510
DI,DSRS_015,rake_handle,2017-05-25,38.08363839,-121.7193905,1,1650
DI,DSRS_016,rake_handle,2017-05-25,38.08368829,-121.7167404,1,446
DI,DSRS_017,rake_handle,2017-05-25,38.08369235,-121.7191417,1,1834
DI,DSRS_018,rake_handle,2017-05-25,38.08378432,-121.72023540000001,1,652
DI,DSRS_019,rake_handle,2017-05-25,38.08387735,-121.716192,1,170
DI,DSRS_020,rake_handle,2017-05-25,38.08388725,-121.7215967,1,1678
DI,DSRS_021,rake_handle,2017-05-25,38.08398567,-121.7197774,1,5.5
FI,DSRS_022,rake_handle,2017-05-26,38.26763027,-121.6964223,1,1984
FI,DSRS_023,rake_handle,2017-05-26,38.26994335,-121.6992698,1,84
FI,DSRS_024,rake_handle,2017-05-26,38.27050458,-121.7002631,1,390
FI,DSRS_025,rake_handle,2017-05-26,38.270544,-121.6982761,1,1388
FI,DSRS_026,rake_handle,2017-05-26,38.27132717,-121.7011886,1,596
FI,DSRS_027,rake_handle,2017-05-26,38.27207945,-121.6971491,1,1774
FI,DSRS_028,rake_handle,2017-05-26,38.2725258,-121.6967073,1,1638
FI,DSRS_029,rake_handle,2017-05-26,38.27310769,-121.6975999,1,1636
FI,DSRS_030,rake_handle,2017-05-26,38.27323474,-121.6996389,1,568
FI,DSRS_031,rake_handle,2017-05-26,38.27421709,-121.70282,1,716
LH,DSRS_032,rake_handle,2017-05-26,38.24555041,-121.6937884,1,252
LH,DSRS_033,rake_handle,2017-05-26,38.2465287,-121.6913154,1,228
LH,DSRS_034,rake_handle,2017-05-26,38.24689803,-121.6899908,1,34
LH,DSRS_035,rake_handle,2017-05-26,38.24699389,-121.6891736,1,1024
LH,DSRS_036,rake_handle,2017-05-26,38.2481176,-121.6906859,1,896
LH,DSRS_037,rake_handle,2017-05-26,38.24835096,-121.6920564,1,300
LH,DSRS_038,rake_handle,2017-06-06,38.24468952,-121.6931617,1,632
LH,DSRS_039,rake_handle,2017-06-06,38.24508961,-121.6913296,1,1168
LH,DSRS_040,rake_handle,2017-06-06,38.24518225,-121.6944266,1,1368
LH,DSRS_041,rake_handle,2017-06-06,38.24545465,-121.6935058,1,280
LH,DSRS_042,rake_handle,2017-06-06,38.24565774,-121.690549,1,554
LH,DSRS_043,rake_handle,2017-06-06,38.24637249,-121.6934817,1,362
LH,DSRS_044,rake_handle,2017-06-06,38.24685548,-121.6922966,1,308
LH,DSRS_045,rake_handle,2017-06-06,38.24689429,-121.6899965,1,656
LH,DSRS_046,rake_handle,2017-06-06,38.24697136,-121.688657,1,352
LH,DSRS_047,rake_handle,2017-06-06,38.24779263,-121.6941337,1,13.4
LH,DSRS_048,rake_handle,2017-06-06,38.24803864,-121.6887539,1,545
LH,DSRS_049,rake_handle,2017-06-06,38.24947729,-121.6944223,1,1796
LH,DSRS_050,rake_handle,2017-06-06,38.24961873,-121.6905217,1,1942
LH,DSRS_051,rake_handle,2017-06-06,38.25030716,-121.6933073,1,111.69999999999999
LH,DSRS_052,rake_handle,2017-06-06,38.25044895,-121.6914357,1,390
LH,DSRS_053,rake_handle,2017-06-06,38.25093282,-121.6907016,1,1284
LH,DSRS_054,rake_handle,2017-06-06,38.25120494,-121.6936992,1,1010
LH,DSRS_055,rake_handle,2017-06-06,38.25153986,-121.6896752,1,980
LH,DSRS_056,rake_handle,2017-06-06,38.2518531,-121.6917716,1,1426
LH,DSRS_057,rake_handle,2017-06-06,38.25251192,-121.6925902,1,7
LH,DSRS_058,rake_handle,2017-06-06,38.25299725,-121.6918652,1,47.5
LH,DSRS_059,rake_handle,2017-06-06,38.25326228,-121.693796,1,482.70000000000005
LH,DSRS_060,rake_handle,2017-06-06,38.25446034,-121.6934283,1,646
LH,DSRS_061,rake_handle,2017-06-06,38.25475336,-121.6913076,1,344
DI,DSRS_062,rake_handle,2017-06-07,38.08306008,-121.7239361,1,2998
DI,DSRS_063,rake_handle,2017-06-07,38.08308915,-121.7234683,1,936
DI,DSRS_064,rake_handle,2017-06-07,38.08316828,-121.7225184,1,4546
DI,DSRS_065,rake_handle,2017-06-07,38.08327953,-121.7222348,1,5362
DI,DSRS_066,rake_handle,2017-06-07,38.08328552,-121.7200184,1,3294
DI,DSRS_067,rake_handle,2017-06-07,38.08328563,-121.7187903,0,0
DI,DSRS_068,rake_handle,2017-06-07,38.08330777,-121.7192406,0,0
DI,DSRS_069,rake_handle,2017-06-07,38.08334974,-121.7238735,1,3372
DI,DSRS_070,rake_handle,2017-06-07,38.08340322,-121.7174494,1,518
DI,DSRS_071,rake_handle,2017-06-07,38.08344395,-121.7182131,1,2850
DI,DSRS_072,rake_handle,2017-06-07,38.08354115,-121.7165833,1,1064
DI,DSRS_073,rake_handle,2017-06-07,38.0837242,-121.7191367,1,5630
FI,DSRS_074,rake_handle,2017-06-07,38.26776252,-121.6962613,1,356
FI,DSRS_075,rake_handle,2017-06-07,38.26936031,-121.6991447,1,1056
FI,DSRS_076,rake_handle,2017-06-07,38.26995501,-121.6992214,1,898
FI,DSRS_077,rake_handle,2017-06-07,38.27072851,-121.7004755,1,178
FI,DSRS_078,rake_handle,2017-06-07,38.27122004,-121.7010104,1,802
FI,DSRS_079,rake_handle,2017-06-07,38.27246684,-121.6977165,1,348
FI,DSRS_080,rake_handle,2017-06-07,38.27256215,-121.6967195,1,2224
FI,DSRS_081,rake_handle,2017-06-09,38.27065425,-121.698259,1,2009.9999999999998
FI,DSRS_082,rake_handle,2017-06-09,38.27182254,-121.6969043,1,418
FI,DSRS_083,rake_handle,2017-06-09,38.27199374,-121.6972303,1,6550
FI,DSRS_084,rake_handle,2017-06-09,38.27302454,-121.6966846,1,2498
FI,DSRS_085,rake_handle,2017-06-09,38.27310927,-121.7017116,1,910
FI,DSRS_086,rake_handle,2017-06-09,38.27318356,-121.6998409,1,1912
FI,DSRS_087,rake_handle,2017-06-09,38.27321993,-121.6975939,1,1952
FI,DSRS_088,rake_handle,2017-06-09,38.27328017,-121.7025683,1,242
FI,DSRS_089,rake_handle,2017-06-09,38.27418834,-121.702307,1,8894
FI,DSRS_090,rake_handle,2017-06-09,38.27472434,-121.7002072,0,0
FI,DSRS_091,rake_handle,2017-06-09,38.2753047,-121.7000102,1,1820
FI,DSRS_092,rake_handle,2017-06-09,38.27578531,-121.7000151,1,308
FI,DSRS_093,rake_handle,2017-06-09,38.27605295,-121.6971473,1,91.7
DI,DSRS_094,rake_handle,2017-07-31,38.08305964,-121.7220393,1,332
DI,DSRS_095,rake_handle,2017-07-31,38.0830891,-121.7234904,1,586
DI,DSRS_096,rake_handle,2017-07-31,38.08330677,-121.7243219,1,1762
DI,DSRS_097,rake_handle,2017-07-31,38.08331989,-121.7240486,1,1036
DI,DSRS_098,rake_handle,2017-07-31,38.08335863,-121.7236213,1,652
DI,DSRS_099,rake_handle,2017-07-31,38.08336486,-121.7225147,1,604
DI,DSRS_100,rake_handle,2017-07-31,38.08344484,-121.7173794,1,888
DI,DSRS_101,rake_handle,2017-07-31,38.08347563,-121.7164853,1,292
DI,DSRS_102,rake_handle,2017-07-31,38.08355391,-121.7222007,1,952
DI,DSRS_103,rake_handle,2017-07-31,38.0835885,-121.7215875,1,850
DI,DSRS_104,rake_handle,2017-07-31,38.08361166,-121.7160742,1,242
DI,DSRS_105,rake_handle,2017-07-31,38.08368558,-121.7191609,1,1680
DI,DSRS_106,rake_handle,2017-07-31,38.08372838,-121.7154208,1,17.2
DI,DSRS_107,rake_handle,2017-07-31,38.08375919,-121.7175927,1,248.9
DI,DSRS_108,rake_handle,2017-07-31,38.0837612,-121.718623,1,444
DI,DSRS_109,rake_handle,2017-07-31,38.08376756,-121.7168901,1,230
DI,DSRS_110,rake_handle,2017-07-31,38.08378139,-121.7162989,1,188
DI,DSRS_111,rake_handle,2017-07-31,38.08386443,-121.7219157,1,648
DI,DSRS_112,rake_handle,2017-07-31,38.08388413,-121.7192935,1,854
DI,DSRS_113,rake_handle,2017-07-31,38.08389487,-121.7202568,1,296
LH,DSRS_114,rake_handle,2017-08-01,38.2448812,-121.6934998,1,1462
LH,DSRS_115,rake_handle,2017-08-01,38.24502279,-121.6916628,1,1018
LH,DSRS_116,rake_handle,2017-08-01,38.2451243,-121.6943444,1,2160
LH,DSRS_117,rake_handle,2017-08-01,38.24521554,-121.6933457,1,2660
LH,DSRS_118,rake_handle,2017-08-01,38.24540445,-121.6937702,1,1568
LH,DSRS_119,rake_handle,2017-08-01,38.24548622,-121.6931602,1,NA
LH,DSRS_120,rake_handle,2017-08-01,38.24551309,-121.6906594,1,990
LH,DSRS_121,rake_handle,2017-08-01,38.24571864,-121.69207,1,3840
LH,DSRS_122,rake_handle,2017-08-01,38.24609522,-121.694886,1,1806
LH,DSRS_123,rake_handle,2017-08-01,38.24643696,-121.6910849,1,1118
LH,DSRS_124,rake_handle,2017-08-01,38.24654422,-121.6934401,1,558
LH,DSRS_125,rake_handle,2017-08-01,38.24676576,-121.6918572,1,1374
LH,DSRS_126,rake_handle,2017-08-01,38.24677986,-121.6899761,1,498
LH,DSRS_127,rake_handle,2017-08-01,38.24689365,-121.6887045,1,1590
LH,DSRS_128,rake_handle,2017-08-01,38.24761012,-121.6913499,1,754
LH,DSRS_129,rake_handle,2017-08-01,38.24776353,-121.6938491,1,548
LH,DSRS_130,rake_handle,2017-08-01,38.24800781,-121.6885455,1,2348
LH,DSRS_131,rake_handle,2017-08-01,38.24846981,-121.6946507,1,304
LH,DSRS_132,rake_handle,2017-08-01,38.2488213,-121.6938401,1,234
LH,DSRS_133,rake_handle,2017-08-01,38.24947123,-121.6945193,1,686
LH,DSRS_134,rake_handle,2017-08-01,38.24966076,-121.6908522,1,584
LH,DSRS_135,rake_handle,2017-08-01,38.25000733,-121.6917466,1,772
LH,DSRS_136,rake_handle,2017-08-01,38.25016373,-121.6908731,1,1338
LH,DSRS_137,rake_handle,2017-08-01,38.25038088,-121.6933186,1,908
LH,DSRS_138,rake_handle,2017-08-01,38.25046697,-121.6914474,1,2017.9999999999998
LH,DSRS_139,rake_handle,2017-08-01,38.25078964,-121.6911864,1,1582
LH,DSRS_140,rake_handle,2017-08-01,38.25088617,-121.6906255,1,1734
LH,DSRS_141,rake_handle,2017-08-01,38.25103742,-121.6938155,1,1562
LH,DSRS_142,rake_handle,2017-08-01,38.25136017,-121.6935668,1,1170
LH,DSRS_143,rake_handle,2017-08-01,38.25170322,-121.6896016,1,1042
LH,DSRS_144,rake_handle,2017-08-01,38.2519371,-121.6917739,1,4006
LH,DSRS_145,rake_handle,2017-08-01,38.2523384,-121.6939715,1,922
LH,DSRS_146,rake_handle,2017-08-01,38.25246332,-121.6911569,1,3630
LH,DSRS_147,rake_handle,2017-08-01,38.25248297,-121.6928873,1,486
LH,DSRS_148,rake_handle,2017-08-01,38.2530687,-121.6919977,1,2830
LH,DSRS_149,rake_handle,2017-08-01,38.25314469,-121.6910106,1,2468
LH,DSRS_150,rake_handle,2017-08-01,38.25348948,-121.6937895,1,650
LH,DSRS_151,rake_handle,2017-08-01,38.25380286,-121.6896164,1,2204
LH,DSRS_152,rake_handle,2017-08-01,38.25446831,-121.6933614,1,484
LH,DSRS_153,rake_handle,2017-08-01,38.25484084,-121.6912041,1,1324
FI,DSRS_154,rake_handle,2017-08-03,38.26762786,-121.6965094,1,970
FI,DSRS_155,rake_handle,2017-08-03,38.26778461,-121.6971104,1,882
FI,DSRS_156,rake_handle,2017-08-03,38.26844351,-121.6962406,1,676
FI,DSRS_157,rake_handle,2017-08-03,38.26858815,-121.6969524,1,518
FI,DSRS_158,rake_handle,2017-08-03,38.2690149,-121.6960283,1,594
FI,DSRS_159,rake_handle,2017-08-03,38.26928643,-121.6988683,1,834
FI,DSRS_160,rake_handle,2017-08-03,38.26945345,-121.6965061,1,824
FI,DSRS_161,rake_handle,2017-08-03,38.27003653,-121.6993759,1,1510
FI,DSRS_162,rake_handle,2017-08-03,38.27010122,-121.6961902,1,342
FI,DSRS_163,rake_handle,2017-08-03,38.27019977,-121.6958373,1,8
FI,DSRS_164,rake_handle,2017-08-03,38.27065506,-121.700576,1,1246
FI,DSRS_165,rake_handle,2017-08-03,38.27069062,-121.6994504,1,1370
FI,DSRS_166,rake_handle,2017-08-03,38.27069748,-121.6983621,1,534
FI,DSRS_167,rake_handle,2017-08-03,38.27126391,-121.6978094,1,2208
FI,DSRS_168,rake_handle,2017-08-03,38.27140811,-121.6994841,1,830
FI,DSRS_169,rake_handle,2017-08-03,38.2716082,-121.6968633,1,184
FI,DSRS_170,rake_handle,2017-08-03,38.27184435,-121.6986201,1,938
FI,DSRS_171,rake_handle,2017-08-03,38.27186201,-121.6975835,1,2204
FI,DSRS_172,rake_handle,2017-08-03,38.2719341,-121.6995486,1,1472
FI,DSRS_173,rake_handle,2017-08-03,38.27217369,-121.6972782,1,4810
FI,DSRS_174,rake_handle,2017-08-03,38.27240274,-121.6978823,1,714
FI,DSRS_175,rake_handle,2017-08-03,38.27245947,-121.6967035,1,2438
FI,DSRS_176,rake_handle,2017-08-03,38.27255979,-121.6974321,1,2001.9999999999998
FI,DSRS_177,rake_handle,2017-08-03,38.27297075,-121.6972288,1,1634
FI,DSRS_178,rake_handle,2017-08-03,38.27300667,-121.6968144,1,894
FI,DSRS_179,rake_handle,2017-08-03,38.27311387,-121.6976721,1,2392
FI,DSRS_180,rake_handle,2017-08-03,38.27315388,-121.6995723,1,1726
FI,DSRS_181,rake_handle,2017-08-03,38.27323494,-121.7018211,1,1286
FI,DSRS_182,rake_handle,2017-08-03,38.27337838,-121.7025023,1,796
FI,DSRS_183,rake_handle,2017-08-03,38.27372808,-121.7017206,1,352
FI,DSRS_184,rake_handle,2017-08-03,38.27409372,-121.7000137,1,1470
FI,DSRS_185,rake_handle,2017-08-03,38.2745452,-121.700024,1,1800
FI,DSRS_186,rake_handle,2017-08-03,38.27472872,-121.7006143,1,60
FI,DSRS_187,rake_handle,2017-08-03,38.27488493,-121.7010225,1,3136
FI,DSRS_188,rake_handle,2017-08-03,38.27519708,-121.6999925,1,518
FI,DSRS_189,rake_handle,2017-08-03,38.27522987,-121.699516,1,454
FI,DSRS_190,rake_handle,2017-08-03,38.27558204,-121.7005441,1,684
FI,DSRS_191,rake_handle,2017-08-03,38.2758671,-121.6984633,1,724
FI,DSRS_192,rake_handle,2017-08-03,38.27586945,-121.6998152,1,146
FI,DSRS_193,rake_handle,2017-08-03,38.27607053,-121.697353,1,122.5
LH,DSRS_194,rake_handle,2017-09-26,38.24481593,-121.6933587,1,406
LH,DSRS_195,rake_handle,2017-09-26,38.24505987,-121.6945078,1,926
LH,DSRS_196,rake_handle,2017-09-26,38.24519053,-121.6916222,1,884
LH,DSRS_197,rake_handle,2017-09-26,38.24522108,-121.6933787,1,704
LH,DSRS_198,rake_handle,2017-09-26,38.24544296,-121.6931129,1,2482
LH,DSRS_199,rake_handle,2017-09-26,38.24548591,-121.6938328,1,1560
LH,DSRS_200,rake_handle,2017-09-26,38.24567493,-121.6922551,1,1152
LH,DSRS_201,rake_handle,2017-09-26,38.24593912,-121.6904085,1,1346
LH,DSRS_202,rake_handle,2017-09-26,38.24604996,-121.694721,1,1104
LH,DSRS_203,rake_handle,2017-09-26,38.24632322,-121.6935037,1,556
LH,DSRS_204,rake_handle,2017-09-26,38.24655748,-121.6913005,1,902
LH,DSRS_205,rake_handle,2017-09-26,38.2467741,-121.69202,1,628
LH,DSRS_206,rake_handle,2017-09-26,38.24694194,-121.6901768,1,280
LH,DSRS_207,rake_handle,2017-09-26,38.24714433,-121.6885274,1,522
LH,DSRS_208,rake_handle,2017-09-26,38.24749172,-121.6914183,1,116
LH,DSRS_209,rake_handle,2017-09-26,38.24785524,-121.6939449,1,834
LH,DSRS_210,rake_handle,2017-09-26,38.2478835,-121.6888396,1,1388
LH,DSRS_211,rake_handle,2017-09-26,38.24851758,-121.6946054,1,102
LH,DSRS_212,rake_handle,2017-09-26,38.24890997,-121.6939556,1,132
LH,DSRS_213,rake_handle,2017-09-26,38.24955786,-121.6943061,1,1894
LH,DSRS_214,rake_handle,2017-09-26,38.24958051,-121.690901,1,604
LH,DSRS_215,rake_handle,2017-09-26,38.25003315,-121.6918034,1,930
LH,DSRS_216,rake_handle,2017-09-26,38.25019601,-121.6909424,1,1728
LH,DSRS_217,rake_handle,2017-09-26,38.25028838,-121.6933016,1,1046
LH,DSRS_218,rake_handle,2017-09-26,38.25059409,-121.6914633,1,3012
LH,DSRS_219,rake_handle,2017-09-26,38.25070687,-121.6940076,1,1310
LH,DSRS_220,rake_handle,2017-09-26,38.25079561,-121.6904766,1,1870
LH,DSRS_221,rake_handle,2017-09-26,38.25082545,-121.6910056,1,1372
LH,DSRS_222,rake_handle,2017-09-26,38.2514186,-121.6937046,1,978
LH,DSRS_223,rake_handle,2017-09-26,38.25160451,-121.6896154,1,622
LH,DSRS_224,rake_handle,2017-09-26,38.2518438,-121.6918641,1,4014.0000000000005
LH,DSRS_225,rake_handle,2017-09-26,38.25220582,-121.6937993,1,2332
LH,DSRS_226,rake_handle,2017-09-26,38.25229152,-121.6928637,1,334
LH,DSRS_227,rake_handle,2017-09-26,38.2523415,-121.6912746,1,4096
LH,DSRS_228,rake_handle,2017-09-26,38.25292728,-121.6920115,1,2450
LH,DSRS_229,rake_handle,2017-09-26,38.25321228,-121.6910386,1,2230
LH,DSRS_230,rake_handle,2017-09-26,38.25342253,-121.6937669,1,330
LH,DSRS_231,rake_handle,2017-09-26,38.25344628,-121.6896678,1,1462
LH,DSRS_232,rake_handle,2017-09-26,38.25417948,-121.6935875,1,708
LH,DSRS_233,rake_handle,2017-09-26,38.25469591,-121.6910964,1,2294
DI,DSRS_234,rake_handle,2017-09-27,38.08299388,-121.7239254,1,76
DI,DSRS_235,rake_handle,2017-09-27,38.08302817,-121.7222874,0,0
DI,DSRS_236,rake_handle,2017-09-27,38.08312413,-121.7236415,1,1214
DI,DSRS_237,rake_handle,2017-09-27,38.08324724,-121.7226865,1,792
DI,DSRS_238,rake_handle,2017-09-27,38.08326576,-121.7243918,1,788
DI,DSRS_239,rake_handle,2017-09-27,38.08328028,-121.7221496,1,978
DI,DSRS_240,rake_handle,2017-09-27,38.0832949,-121.7235729,1,1144
DI,DSRS_241,rake_handle,2017-09-27,38.0833041,-121.720478,1,1518
DI,DSRS_242,rake_handle,2017-09-27,38.08331853,-121.723943,1,958
DI,DSRS_243,rake_handle,2017-09-27,38.08331911,-121.7215886,1,852
DI,DSRS_244,rake_handle,2017-09-27,38.08332048,-121.7189244,0,0
DI,DSRS_245,rake_handle,2017-09-27,38.0833302,-121.7197338,1,1698
DI,DSRS_246,rake_handle,2017-09-27,38.08335907,-121.7200401,1,1092
DI,DSRS_247,rake_handle,2017-09-27,38.08337698,-121.7176221,1,2246
DI,DSRS_248,rake_handle,2017-09-27,38.08342055,-121.7182672,1,1646
DI,DSRS_249,rake_handle,2017-09-27,38.08343589,-121.7242257,1,1144
DI,DSRS_250,rake_handle,2017-09-27,38.08344815,-121.7194989,1,726
DI,DSRS_251,rake_handle,2017-09-27,38.08345071,-121.717912,1,1390
DI,DSRS_252,rake_handle,2017-09-27,38.08347586,-121.7207451,1,896
DI,DSRS_253,rake_handle,2017-09-27,38.08347892,-121.7218375,1,516
DI,DSRS_254,rake_handle,2017-09-27,38.08348792,-121.7173697,1,720
DI,DSRS_255,rake_handle,2017-09-27,38.08349156,-121.7166427,1,668
DI,DSRS_256,rake_handle,2017-09-27,38.08353062,-121.7225873,1,234
DI,DSRS_257,rake_handle,2017-09-27,38.08355051,-121.7199147,1,64
DI,DSRS_258,rake_handle,2017-09-27,38.08357931,-121.7168854,1,714
DI,DSRS_259,rake_handle,2017-09-27,38.08358192,-121.7223448,1,428
DI,DSRS_260,rake_handle,2017-09-27,38.0836207,-121.7155381,1,874
DI,DSRS_261,rake_handle,2017-09-27,38.08367993,-121.7215087,1,68
DI,DSRS_262,rake_handle,2017-09-27,38.08368784,-121.7204942,1,454
DI,DSRS_263,rake_handle,2017-09-27,38.08369025,-121.717651,1,366
DI,DSRS_264,rake_handle,2017-09-27,38.08369526,-121.7191581,1,1004
DI,DSRS_265,rake_handle,2017-09-27,38.08369618,-121.7186712,1,988
DI,DSRS_266,rake_handle,2017-09-27,38.08369882,-121.7159556,1,1246
DI,DSRS_267,rake_handle,2017-09-27,38.08370179,-121.7180465,1,60
DI,DSRS_268,rake_handle,2017-09-27,38.08377408,-121.7218177,1,142
DI,DSRS_269,rake_handle,2017-09-27,38.08379006,-121.7168018,1,522
DI,DSRS_270,rake_handle,2017-09-27,38.08384789,-121.71632,1,40
DI,DSRS_271,rake_handle,2017-09-27,38.08388504,-121.7202807,1,330
DI,DSRS_272,rake_handle,2017-09-27,38.08393369,-121.719799,1,320
DI,DSRS_273,rake_handle,2017-09-27,38.08395473,-121.7192581,1,204
FI,DSRS_274,rake_handle,2017-09-29,38.2677293,-121.6961817,1,232
FI,DSRS_275,rake_handle,2017-09-29,38.26774302,-121.6971172,1,54
FI,DSRS_276,rake_handle,2017-09-29,38.26857214,-121.6960344,1,760
FI,DSRS_277,rake_handle,2017-09-29,38.26876719,-121.697406,1,1828
FI,DSRS_278,rake_handle,2017-09-29,38.26912199,-121.6988927,1,672
FI,DSRS_279,rake_handle,2017-09-29,38.26917274,-121.6960679,1,1624
FI,DSRS_280,rake_handle,2017-09-29,38.26955232,-121.69922270000001,1,1160
FI,DSRS_281,rake_handle,2017-09-29,38.27019987,-121.6958476,1,914
FI,DSRS_282,rake_handle,2017-09-29,38.27025181,-121.6989993,1,2686
FI,DSRS_283,rake_handle,2017-09-29,38.27038477,-121.6977848,1,2045.9999999999998
FI,DSRS_284,rake_handle,2017-09-29,38.27072052,-121.7008527,1,276
FI,DSRS_285,rake_handle,2017-09-29,38.2714652,-121.7009592,1,1652
FI,DSRS_286,rake_handle,2017-09-29,38.27146908,-121.6996191,1,1054
FI,DSRS_287,rake_handle,2017-09-29,38.27149541,-121.6975355,1,3268
FI,DSRS_288,rake_handle,2017-09-29,38.27181595,-121.6967114,1,234
FI,DSRS_289,rake_handle,2017-09-29,38.27184865,-121.6994327,1,548
FI,DSRS_290,rake_handle,2017-09-29,38.27192641,-121.6987067,1,560
FI,DSRS_291,rake_handle,2017-09-29,38.27215336,-121.6979372,1,3672
FI,DSRS_292,rake_handle,2017-09-29,38.27223913,-121.6972658,1,3652
FI,DSRS_293,rake_handle,2017-09-29,38.2725803,-121.7019677,1,972
FI,DSRS_294,rake_handle,2017-09-29,38.27271234,-121.6963879,1,2706
FI,DSRS_295,rake_handle,2017-09-29,38.27271444,-121.6974263,1,1558
FI,DSRS_296,rake_handle,2017-09-29,38.2729771,-121.696914,1,2012
FI,DSRS_297,rake_handle,2017-09-29,38.27322056,-121.7015449,1,3210
FI,DSRS_298,rake_handle,2017-09-29,38.27325692,-121.6976236,1,664
FI,DSRS_299,rake_handle,2017-09-29,38.27332463,-121.6995818,1,NA
FI,DSRS_300,rake_handle,2017-09-29,38.27343895,-121.7022035,1,1304
FI,DSRS_301,rake_handle,2017-09-29,38.27376828,-121.7015779,1,1012
FI,DSRS_302,rake_handle,2017-09-29,38.27425372,-121.7028669,1,3218
FI,DSRS_303,rake_handle,2017-09-29,38.27466852,-121.6998791,1,926
FI,DSRS_304,rake_handle,2017-09-29,38.27477637,-121.7003185,1,580
FI,DSRS_305,rake_handle,2017-09-29,38.27506631,-121.6995682,1,1484
FI,DSRS_306,rake_handle,2017-09-29,38.27525135,-121.7002361,1,1244
FI,DSRS_307,rake_handle,2017-09-29,38.2754289,-121.7024591,1,1828
FI,DSRS_308,rake_handle,2017-09-29,38.27564933,-121.696864,1,266
FI,DSRS_309,rake_handle,2017-09-29,38.27574043,-121.7006234,1,1810
FI,DSRS_310,rake_handle,2017-09-29,38.27627926,-121.6999194,1,676
FI,DSRS_311,rake_handle,2017-09-29,38.27632212,-121.6985686,1,798
DI,DSRS_312,rake_handle,2017-11-28,38.08299587,-121.7222786,0,0
DI,DSRS_313,rake_handle,2017-11-28,38.0830248,-121.7239329,0,0
DI,DSRS_314,rake_handle,2017-11-28,38.08316753,-121.7235898,1,572
DI,DSRS_315,rake_handle,2017-11-28,38.08323412,-121.7226984,1,1170
DI,DSRS_316,rake_handle,2017-11-28,38.08323673,-121.7197747,1,1290
DI,DSRS_317,rake_handle,2017-11-28,38.08326149,-121.7201355,1,1500
DI,DSRS_318,rake_handle,2017-11-28,38.08326401,-121.7220878,1,1764
DI,DSRS_319,rake_handle,2017-11-28,38.08326567,-121.7244797,1,6064
DI,DSRS_320,rake_handle,2017-11-28,38.08328335,-121.7187988,1,1522
DI,DSRS_321,rake_handle,2017-11-28,38.08329998,-121.7189558,1,266
DI,DSRS_322,rake_handle,2017-11-28,38.08330793,-121.7215546,1,2524
DI,DSRS_323,rake_handle,2017-11-28,38.08333624,-121.7239515,1,1694
DI,DSRS_324,rake_handle,2017-11-28,38.08335831,-121.717651,1,2454
DI,DSRS_325,rake_handle,2017-11-28,38.08336868,-121.7235418,1,1790
DI,DSRS_326,rake_handle,2017-11-28,38.08338951,-121.7196187,1,2033.9999999999998
DI,DSRS_327,rake_handle,2017-11-28,38.08339848,-121.7205255,1,2636
DI,DSRS_328,rake_handle,2017-11-28,38.08340571,-121.7208277,1,1088
DI,DSRS_329,rake_handle,2017-11-28,38.08343111,-121.7217529,1,1488
DI,DSRS_330,rake_handle,2017-11-28,38.08343683,-121.7242773,1,3056
DI,DSRS_331,rake_handle,2017-11-28,38.08344047,-121.717927,1,2148
DI,DSRS_332,rake_handle,2017-11-28,38.08346176,-121.7182614,1,1720
DI,DSRS_333,rake_handle,2017-11-28,38.08347355,-121.717412,1,1989
DI,DSRS_334,rake_handle,2017-11-28,38.0835056,-121.7226037,1,2106
DI,DSRS_335,rake_handle,2017-11-28,38.08352192,-121.7199242,1,1016
DI,DSRS_336,rake_handle,2017-11-28,38.0835281,-121.7166571,1,1272
DI,DSRS_337,rake_handle,2017-11-28,38.08353377,-121.7156752,0,0
DI,DSRS_338,rake_handle,2017-11-28,38.08353455,-121.7215469,1,1200
DI,DSRS_339,rake_handle,2017-11-28,38.083543830000004,-121.722249,1,634
DI,DSRS_340,rake_handle,2017-11-28,38.0835486,-121.7169438,1,3174
DI,DSRS_341,rake_handle,2017-11-28,38.08359643,-121.7160331,1,2626
DI,DSRS_342,rake_handle,2017-11-28,38.08369873,-121.7204821,1,1220
DI,DSRS_343,rake_handle,2017-11-28,38.08370909,-121.718666,1,1442
