QAQC,VisitNo,Boat,Crew,Location,Visit Date,Station,Weather,WindWaves,WindDirection,Tide,Secchi,SurfTemp,DO,SC,pH,Turbidity,Phycocyanin,Chlorophyll,FDOM,Microcystis,SondeNo,Wetland,DataQuality,QuestionableData,SiteComments
true,2143,Chinook,DC;MS,z_old_Confluence,12/06/2018,Z_OLD_801 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 4=flood,62,12.2,9.7, 7063, 7.7, 15.3, -0.68, 1.3, 8.898, 1=absent, , , , false, 
true,2144,Kvichak,RKH,Decker Island,12/10/2018,Z_OLD_DECKER BREACH,5=fog,0=Calm; glassy, , 1=high slack,64,10.1,7.6, 726, 7.7, 18.5, 0, 1.9, 15.5, 1=absent, , , , false, NUT1
false,2145,Kvichak,RKH,Horseshoe Bend,12/10/2018,Z_OLD_DECKER BS3,5=fog,0=Calm; glassy, , 2=ebb,127,11.1,9.1, 431, 7.7, 8.3, -0.5, 1.4, 17.7, 1=absent, , , , false, 
false,2146,Kvichak,DC,Grizzly Bay,12/06/2018,Z_OLD_602FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NE, 4=flood,65,11,10.2, 16126, 7.9, 13.8, -0.44, 4.6, 8.56, 1=absent, , , , false, Crew - Mandy Salminen; Dave Contreras; Jessica Jimenez; Dan Ellis
false,2147,Mudsucker,DC,Miner Slough,12/13/2018,Z_OLD_MINER TULES,1=0-33% clouds,0=Calm; glassy, , 2=ebb,134,10.2,9.9, 219, 8.1, 6.4, -0.51, 1.24, 12.96, 1=absent, , , , false, Crew - Mandy Salminen; Dave Contreras; Jessica Jimenez
false,2148,Kvichak,DC,Browns Island,12/07/2018,Z_OLD_520 FRP,1=0-33% clouds,0=Calm; glassy, NE, 4=flood,72,11.6,9.5, 5580, 7.6, 11, 0, , 0, 1=absent, , , , false, 
true,2149,Mudsucker,,Chipps Island,12/14/2018,Z_OLD_CHIPPS NORTH,3=66-100% clouds,0=Calm; glassy, , 2=ebb,124,10.6,8.4, 6241, 7.5, 8.2, -0.61, 1.5, 13.52, 1=absent, , , , false, Sample ID EF1218B0257 SCHACU 25%; health=3 SCHCAL 25%; health=3 PHRAUS 50%; health=3
false,2150,Mudsucker,DC,Miner Slough,12/13/2018,Z_OLD_724 FRP,1=0-33% clouds,0=Calm; glassy, W, 1=high slack,,9.5,5.8, 204, 7.5, 2, -0.57, 1.1, 16.704, 1=absent, , , , false, 
false,2151,Chinook,,Browns Island,01/24/2019,Z_OLD_520 FRP,1=0-33% clouds,0=Calm; glassy, , 2=ebb,24,10.5,9.5, 333.7, 7.8, 61.3, 0.61, 2.5, 21.051, 1=absent, , , , false, 
true,2152,Chinook,DE;JJ;MMS,Browns Island,01/24/2019,Z_OLD_520 FRP,1=0-33% clouds,0=Calm; glassy, NA, 2=ebb,24,10.5,9.5, 334, 7.8, 61.3, 0.61, 2.5, 21.1, 1=absent, , , , false, 200 g mass: range 195 - 202 Associated sonar log: "Browns1"
true,2153,Chinook,,Browns Island,01/24/2019,Z_OLD_BROWNSPOND,1=0-33% clouds,0=Calm; glassy, , 2=ebb,24,10.5,9.5, 334, 7.8, 61.3, 0.61, 2.5, 21.1, 1=absent, , , , false, 200 g mass: range 195 - 202 Associated sonar log: "Browns2"
false,2154,Chinook,,Winter Island,01/24/2019,Z_OLD_WINTERNORTH,1=0-33% clouds,, , 4=flood,,,, , , , , , , , , , , false, Mass of 200g standard: range 197 to 205
false,2155,Other,,Winter Island,01/30/2019,Z_OLD_WINTER CHANNEL,1=0-33% clouds,0=Calm; glassy, , 4=flood,34,11,9, 302, 7.9, 39.1, 0.48, 2.5, 21.4, 1=absent, , , , false, Mass of 200g: 199-201g  all ludwigia from today was different than other field days; normaly ludwigia grows at the surface and depth is that of the water it is in; but today the ludwigia was at the bottom
false,2156,Other,,Winter Island,01/30/2019,Z_OLD_WINTER 3,1=0-33% clouds,, , 2=ebb,,,, , , , , , , , , , , false, Mass of 200g standard: 199-202g
true,2157,Mudsucker,,Wings Landing,02/22/2019,Z_OLD_WINGS BROOD POND,1=0-33% clouds,0=Calm; glassy, , 2=ebb,,7.4,7.5, 1454, 7.6, 48.4, 0.98, 9.7, 55.7, 1=absent, , , , false, Collected within brood poond at water control structure while water left the site  NT1-WL-22FEB2019: may be confused with NT1-WL-18MAR2019 in database
true,2158,Mudsucker,RKH;MS,Wings Landing,02/28/2019,Z_OLD_WINGS 1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,10,12.4,8.5, 583, 7.7, 260, 0.77, 3.1, 13.7, 1=absent, , , , false, Lots of detritus; high flows; muddy water; no sonde recorded
true,2159,Kvichak,DC;GU;MMS,Horseshoe Bend,02/27/2019,Z_OLD_HORS_UNK,3=66-100% clouds,3= wind 8-12 mph; large wavelets, SE, 4=flood,43,9.3,10.1, 191, 7.5, 36, , , , 1=absent, , , , false, Location: Horseshoe Bend; station not listed  Crew - Mandy Salminen; Dave Contreras; Jessica Jimenez; Dylan Chapple
true,2160,Mudsucker,,Grizzly Bay,03/14/2019,Z_OLD_602FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, , 1=high slack,15,11.9,, 1137, 8, 83.5, 0.45, 6.7, 41.3, 1=absent, , , , false, Sonde did not work; temp taken from lowerance; EC; pH; CHL; fdom; and PC taken from bottle of water in laboratory.  ZOOP11-GB-14MAR2019 removed from sample ID's ( suspected duplicate of ZOOP1) - MB 8/21/2020
true,2161,SeaArk,DC;KR;MMS,Browns Island,04/09/2019,Z_OLD_BROWNSPOND,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,81,15.8,7.3, 636, 7.7, 13.2, 0.48, 0.8, 25.8, 1=absent, 1, , , false, 
true,2162,Truck,DE;SS,Lookout Slough,03/22/2019,Z_OLD_LOOKOUTVOGELOUTSIDE,4=rain,1=wind 1-3 mph; scaley ripples, SE, 1=high slack,,14,9, 509, 8, 8.7, 0.57, 4.35, 23.1, 1=absent, , , , false, Trawls pulled out if snags; etc in the way. Mysid flow meter got stopped by some debris at times. Zooplankton meter not working at all- Use distance. Trawls 75m in length. Water very still; high slack.
false,2163,Other,,Chipps Island,04/17/2019,Z_OLD_CHIPPS NORTH,1=0-33% clouds,0=Calm; glassy, , 4=flood,,,, , , , , , , , , , , false, Mass of 200g mass: 198-202 grams.
false,2164,Mudsucker,,Grizzly Bay,03/14/2019,Z_OLD_602FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, , 1=high slack,15,11.9,, 1137, 8, 83.5, , 1.7, 41.3, 1=absent, , , , false, temp collected from lowerance. pH; CHL; fdom collected with EXO sonde from bottle of water broght back to the lab on ice.
false,2165,Mudsucker,DE;GU;MMS,Browns Island,04/02/2019,Z_OLD_BROWNS CHANNEL,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, , 4=flood,,,, , , , , , , , , , , false, Scale measurement of 200g standard mass: 194 - 206 g AO = Aich Ougzin
true,2166,SeaArk,DE;RK;MMS;MS,Horseshoe Bend,03/18/2019,Z_OLD_HORSEBEND1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NA, 4=flood,65,15.5,9.4, 187, 8.1, 17.2, , 0.41, 8.5, 1=absent, , , , false, PC -0.31
true,2167,Chinook,DC;DE;MMS,Miner Slough,03/26/2019,Z_OLD_PROBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NA, 2=ebb,83,13.6,9.1, 158, 7.9, 8.5, , 0.6, 6.9, 1=absent, 2, , , false, Phycocyanin -0.24
true,2168,Mudsucker,DE;GU;KR,Winter Island,03/28/2019,Z_OLD_WINT_UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,106,14.1,9.7, 195, 7.9, 7.5, , 0.4, 11.7, 1=absent, 1, , , false, All day units have been in RFU where possible; PC is -0.29; Guest: AR  
true,2169,Mudsucker,MA;DC;GU;MMS,Browns Island,04/15/2019,Z_OLD_BROWNSPOND,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,68,15.9,7.8, 568, 6.4, 14.8, , , , 1=absent, , , , false, Crew - Mandy Salminen; Dave Contreras; Michelle Avila; Bayan Ahmed. ~50-60 lbs of veg in net
false,2170,Kvichak,DC;KG;KR,Grizzly Bay,04/25/2019,Z_OLD_GRIZ_UNK,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 1=high slack,19,21.7,8.9, 260, 8.6, 71, 0.5, 2.1, 5.8, 1=absent, , , , false, Station: GrizzlyBay1
true,2171,Mudsucker,RKH;SS,Browns Island,05/15/2019,Z_OLD_BROWNS CHANNEL,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,61,17.9,7.6, 372, 7.3, 10.8, -0.2, 0.8, 14.1, 1=absent, , , , false, 
true,2172,Airboat,MA;DC;DE;KR;JM;MMS;MS,Prospect Island,04/04/2019,Z_OLD_SOPRO2,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,85,16.2,8.5, 185, 8.3, 3.1, 0.29, 0.5, 12.5, 1=absent, 1, , , false, secchi hit bottom but read 85  Veg comp: CERDEM 50%; ELODIA 10%; MYRSPI 40%; open water unrecorded
true,2173,Airboat,MA;JM;MS,Prospect Island,04/04/2019,Z_OLD_SOPRO1,3=66-100% clouds,0=Calm; glassy, NA, 2=ebb,,15.3,6.9, 153, 7.6, 5.4, 0.32, 0.5, 10.8, 1=absent, 1, , , false, sampled at the leaky breach on Prospect; secchi hit bottom (but measured 72cm) ; no ponar (too rocky); no sweep net (no veg on breach except blackberries)
true,2174,Airboat,MA;JM;MS,Prospect Island,04/04/2019,Z_OLD_SOPRO1,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,17.5,12, 167, 10.1, 1.8, 0.22, 0.5, 14.2, 1=absent, 1, , , false, no trawls (too much veg); secchi hit bottom (120 cm)  sonde 1
true,2175,Mudsucker,MA;DC;SS,Decker Island,04/10/2019,Z_OLD_DECKER INSIDE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 1=high slack,50,14.2,8.5, 176, 7.8, 12.4, 0.36, 0.4, 10.4, 1=absent, 1, , , false, trawled in a circle so start and end GPS the same    Veg comp: SCHCAL 100%; open water unrecorded  PHY1-DI-10APR2019 38.08657 121.72232  NUT1 - 38.08657 121.72232  Nutrient filter lot:R7CA88879  CHL filter lot: 26915012
false,2176,Mudsucker,DC,Chipps Island,05/13/2019,Z_OLD_CHIPPS NORTH,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 4=flood,31,17.2,9.2, 177, 7.7, 28.1, 0.2, 0.7, 6.2, 1=absent, , , , false, Very rough and windy getting to Chipps and windy inside; MAC sample 5 minutes due to veg
false,2177,Mudsucker,DC,Grizzly Bay,06/11/2019,Z_OLD_602FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,23,27.8,9.2, 257, 8.5, 35.8, 0.44, 1.5, 15.7, 1=absent, , , , false, Veg comp: no veg 100% open water  Sonde 2  NUT1= bryte id not written on sheet
false,2178,Kvichak,DC;DE;KG;MMS;MS,Grizzly Bay,04/25/2019,Z_OLD_GRIZ_UNK,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,56,18.6,9.4, 215, 8.3, 27.5, 0.15, 0.6, 6.5, 1=absent, , , , false, Station: GrizzlyBay5  PHY5-WI-25APR2019 38.11368 122.01119
true,2179,Mudsucker,DC;GU;MMS,Winter Island,02/25/2019,Z_OLD_WINT_UNK,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, S, 4=flood,30,9.2,10.9, 186, 6.9, 44.7, , , , 1=absent, , , , false, 
false,1248,Chinook,DC;ARF;MS,Horseshoe Bend,04/11/2016,Z_OLD_HORSEBEND2,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,60,16.8,8.5, 183, 6.6, 13.1, , , , 1=absent, , , , false, 
false,1249,Chinook,DC;ARF;MS,Horseshoe Bend,04/11/2016,Z_OLD_HORSEBEND3,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,66,16.9,8.3, 176, 7.3, 10, , , , 1=absent, , , , false, 
false,1250,Chinook,DC;ARF;MS,Miner Slough,04/11/2016,Z_OLD_PROBR,2=33-66% clouds,0=Calm; glassy, , 2=ebb,193,17,5.6, 143, 6.9, 3.8, , , , 1=absent, , , , false, Water sample #3 taken for UC Davis; Tomo Kurobe. DO is an average of measurements taken at the leaky breach (2.7 mg/L) and just below where the slough (8.4 mg/L) meets Miner Slough.
false,1251,Chinook,RKH;ARF;BW;MS,Miner Slough,05/02/2016,Z_OLD_MINER TULES,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,34,17.8,8.7, 134, 6.8, 23, , , , 1=absent, , , , false, Water level has dropped a lot since samples were put in. Pulled out the anchors
false,1252,Chinook,RKH;MS;ARF;BW,Miner Slough,05/02/2016,Z_OLD_PROBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,157,18.1,2.5, 144, 6.5, 2.3, , , , 1=absent, , , , false, leaf packs were untied/cut from anchors and thrown up on the bank. A lot of the FAV has washed out.
false,1253,Chinook,RKH;ARF;BW;MS,Miner Slough,05/02/2016,Z_OLD_MINER SAV,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,108,18,8.1, 135, 7.2, 3.8, , , , 1=absent, , , , false, SAV samples taken up the channel from leaf packs 20-100 m. Extra samples were taken to test the effect of freezing on the invertebrates.
false,1254,Chinook,MS;RKH;ARF;BW,Miner Slough,05/02/2016,Z_OLD_MINER RIP RAP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,138,18,9, 134, 7.1, 5.6, , , , 1=absent, , , , false, 
false,1255,Chinook,RKH;BW;ARF;MS,Lindsey Slough,05/02/2016,Z_OLD_LINDSEY TULES,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,35,19.4,9.2, 424, 7.8, 21.8, , , , 1=absent, , , , false, PVC core is cracked; losing suction; we probably need a new one.
false,1256,Chinook,RKH;ARF;BW;MS,Lindsey Slough,05/02/2016,Z_OLD_LINDSEY SAV,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,50,19.6,11.2, 410, 8.1, 18.9, , , , 1=absent, , , , false, 
false,1257,Chinook,MS;RKH;ARF;BW,Lindsey Slough,05/02/2016,Z_OLD_BARKER RIP RAP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,47,20.2,9.7, 411, 8.4, 15.1, , , , 1=absent, , , , false, 
false,1258,Chinook,SS;MS;RKH;BW,Liberty Island,05/03/2016,Z_OLD_LIBERTY TULES,3=66-100% clouds,0=Calm; glassy, , 4=flood,26,21,12.9, 346, 8.8, 44.6, , , , 1=absent, , , , false, PVC core was broken; no benthic cores
false,1259,Chinook,MS;ARF;BW;MS,Lindsey Slough,05/02/2016,Z_OLD_LINDSEY FAV,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 1=high slack,40,20.6,11.3, 425, 8.5, 16.1, , , , 1=absent, , , , false, FAV has blown out of the area with the leaf packs; took FAV samples ~20 meters west. There is a ton of SAV; this area will be unnavigatable in a few weeks.
false,1260,Chinook,MS;RKH;BW;SS,Liberty Island,05/03/2016,Z_OLD_LIBERTY RIP RAP,3=66-100% clouds,0=Calm; glassy, , 4=flood,35,19.1,12.9, 259, 8.9, 21.5, , , , 1=absent, , , , false, Mostly rip rap; but with lots of mud in between. The leafpacks were floating when we found them; they clearly dry out at low tide.
false,1261,Chinook,RKH;BW;MS;SS,Liberty Island,05/03/2016,Z_OLD_LIBERTY SAV,3=66-100% clouds,0=Calm; glassy, , 1=high slack,42,20.7,13.9, 346, 9, 17.8, , , , 1=absent, , , , false, Not a ton of SAV; but lots of filimenous algae.
false,1262,Other,,Liberty Island,05/03/2016,Z_OLD_LIBERTY FAV,3=66-100% clouds,0=Calm; glassy, , 4=flood,30,20.7,14.7, 339, 9, 21.8, , , , 1=absent, , , , false, Eichornia was very small and young; intermixed with ludwigia. No FAV at the leaf pack sites; had to go about 50m north; same spot as last liberty SAV collections.
false,1263,Kvichak,RKH;MS;DC;BW,z_old_Cache Slough,05/10/2016,Z_OLD_SHAG1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,63,18.4,10.1, 538, 6.4, 10.7, , , , 1=absent, , , , false, Lots of mud in ponar
false,1264,Kvichak,RKH;MS;DC;BW,Yolo Bypass,05/10/2016,Z_OLD_STAIRSTEPS2,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,22,18.6,8, 549, 8, 50.7, , , , 1=absent, , , , false, Substrate was ~50% detritus. Aphaizominon present in trawl.
false,1265,Kvichak,RKH;BW;MS;DC,Yolo Bypass,05/10/2016,Z_OLD_STAIRSTEPS3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,28,19.6,7.8, 633, 8, 60.3, , , , 1=absent, , , , false, Substrate grab was ~20% detritus
false,1266,Kvichak,RKH;MS;BW;DC,Yolo Bypass,05/10/2016,Z_OLD_TOEDRAIN1,1=0-33% clouds,0=Calm; glassy, SW, 2=ebb,20,20,7.8, 590, 8, 60.8, , , , 1=absent, , , , false, We tried two ponar grabs; but could not get a substrate sample. Maybe bottom was too hard?
false,1267,Kvichak,RKH;MS;DC;BW,Liberty Island,05/10/2016,Z_OLD_PROSLOUGH,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,25,18.8,9.8, 336, 8.9, 47.6, , , , 1=absent, , , , false, tried to take a benthic trawl; but the entire trawl filled with mud so we threw it out. Ponar grab didnt get much sediment; it may not have closed properly.
false,1268,Kvichak,RKH;BW;MS;DC,Miner Slough,05/10/2016,Z_OLD_MINER TULES,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,17,10.3, 121, 8.3, 4.3, , , , 1=absent, , , , false, Ponar grab not closing properly. Secchi broken.
false,1269,Kvichak,,Miner Slough,05/10/2016,Z_OLD_PROBR,1=0-33% clouds,0=Calm; glassy, , 2=ebb,,17.7,6.5, 120.3, 7.7, 2.1, , , , 1=absent, , , , false, Secchi broken; ponar not closing properly
false,1270,Kvichak,RKH;BW;DC;MS,Miner Slough,05/10/2016,Z_OLD_MINSLO1,1=0-33% clouds,0=Calm; glassy, NW, 2=ebb,,17.2,11.7, 126, 7.6, 3.9, , , , 1=absent, , , , false, No ponar grab; sechhi broken
false,1271,Chinook,DC;ARF;MS,Miner Slough,04/11/2016,Z_OLD_MINSLO1,2=33-66% clouds,0=Calm; glassy, SE, 2=ebb,104,16.3,4.2, 152, 7.3, 7.8, , , , 1=absent, , , , false, Water sample #4 taken for UC Davis; Tomo Kurobe.
false,1272,Chinook,JM;DC;BW,Liberty Island,04/15/2016,LI001E,1=0-33% clouds,4= wind 13-18 mph; small waves, NW, 2=ebb,77,16.6,8.6, 296, 6.3, 9.7, , , , 1=absent, , , , false, Crew: Jared Mauldin; Dave Contreras; Bonnie Wang.
false,1273,Chinook,JM;DC;BW,Liberty Island,04/15/2016,LI003E,1=0-33% clouds,4= wind 13-18 mph; small waves, NW, 2=ebb,27,16.4,8.8, 467, 8, 46.9, , , , 1=absent, , , , false, Water too rough; rest of field day cancelled.
false,1274,Chinook,JM;DC;BW,Liberty Island,04/19/2016,LI001E,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,140,17.6,8.7, 180, 7, 6.2, , , , 1=absent, , , , false, 
false,1275,Chinook,JM;DC;BW,Liberty Island,04/19/2016,LI005W,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,112,18,8.8, 243, 7.5, 6, , , , 1=absent, , , , false, >100 coots on site causing site disturbance as they flew away
false,1276,Chinook,JM;DC;BW,Liberty Island,04/19/2016,LI002W,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,124,18.9,9.8, 354, 8.2, 6, , , , 1=absent, , , , false, Water Sample #1 taken for UC Davis (Tomo Kurobe)
false,1277,Chinook,JM;DC;BW,Liberty Island,04/19/2016,LI001W,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,80,19.1,10, 348, 8.3, 5.9, , , , 1=absent, , , , false, Water Sample #2 taken for UC Davis (Tomo Kurobe)
false,1278,Chinook,JM;DC;BW,Liberty Island,04/19/2016,LI002E,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 2=ebb,86,19.4,10.9, 360, 8.4, 9, , , , 1=absent, , , , false, Water Sample #3 taken for UC Davis (Tomo Kurobe)
false,1279,Chinook,JM;DC;BW,Liberty Island,04/19/2016,LI003E,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,43,20.7,10.1, 420, 8.1, 20.2, , , , 1=absent, , , , false, 
false,1280,Chinook,JM;DC;BW,Liberty Island,04/19/2016,LI004E,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, , 4=flood,53,21.8,10.8, 419, 8.2, 17.3, , , , 1=absent, , , , false, Water Sample #4 taken for UC Davis (Tomo Kurobe)
false,1281,Kvichak,MS;RKH;DC,z_old_Cache Slough,04/28/2016,Z_OLD_SHAG1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 1=high slack,77,18,7, 652, 6.2, 7.1, , , , 2=low, , , , false, Aphanizomenon present. Crew - Matt Seipert; Rosemary Hartman; Dave Contreras
false,1282,Kvichak,MS;RKH;DC,Yolo Bypass,04/28/2016,Z_OLD_STAIRSTEPS1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 1=high slack,77,17.7,9.5, 703, 7.9, 18.4, , , , 1=absent, , , , false,  Neuston towed same distance as larval trawl. Aphanizomenon present.
false,1283,Kvichak,MS;RKH;DC,Yolo Bypass,04/28/2016,Z_OLD_STAIRSTEPS1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 1=high slack,24,17.7,8.8, 707, 8.2, 34.9, , , , 1=absent, , , , false, Neuston towed for 3 minutes; end coordinates 38.33612; -121.67393. Aphanizomenon present. Water Sample #1 taken for UC Davis (Tomo Kurobe)
false,1284,Kvichak,MS;RKH;DC,Yolo Bypass,04/28/2016,Z_OLD_STAIRSTEPS3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,23,18.5,6.5, 782, 8, 52.4, , , , 1=absent, , , , false, Neuston towed for 3 minutes; end coordinates 38.35006; -121.64896
false,1285,Kvichak,MS;RKH;DC,Yolo Bypass,04/28/2016,Z_OLD_TOEDRAIN1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,21,18.6,6.1, 758, 7.9, 46.7, , , , 1=absent, , , , false, Neuston towed for 3 minutes. Water sample #2 taken for UC Davis (Tomo Kurobe).
false,1286,Kvichak,MS;RKH;DC,Liberty Island,04/28/2016,Z_OLD_PROSLOUGH,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,17,16.8,10.5, 758, 8.6, 48.7, , , , 2=low, , , , false, Neuston towed for 3 minutes; end coordinates 38.30264; -121.66718. Collected a lot of green algae.
false,1287,Kvichak,MS;RKH;DC,Liberty Island,04/28/2016,Z_OLD_PROSLOUGH,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 2=ebb,22,17.5,9.4, 447, 8.4, 58, , , , 2=low, , , , false, Neuston towed for 3 minutes; end coordinates 38.28210; -121.66487. Tow cut to 5 minutes due to algae; but trawl still caught a lot of algae. Larval fish trawl sample was put into a 500 micron sieve and ~1/4 of sample was saved for processing.
false,1288,Kvichak,MS;RKH;DC,Miner Slough,04/28/2016,Z_OLD_MINER TULES,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 2=ebb,148,17,9.7, 136, 7.8, 5.8, , , , 1=absent, , , , false, Neuston towed for 3 minutes; end coordinates 38.24118; -121.66380. Water Sample #4 taken for UC Davis (Tomo Kurobe).
false,1730,Other,MS;DC,z_old_Confluence,09/11/2017,Z_OLD_801 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,60,24,7, 1123, 7.5, 9.3, , , , 2=low, , , , false, 
false,1731,Mudsucker,MS;DC,z_old_Confluence,09/11/2017,Z_OLD_801 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,60,24,7, 1123, 7.5, 9.3, , , , 2=low, , , , false, 
false,1732,Chinook,RKH;DC;SL;MS,Decker Island,09/13/2017,Z_OLD_DECKER BREACH,2=33-66% clouds,3= wind 8-12 mph; large wavelets, SW, 4=flood,119,22.2,8, 166.7, 7.3, 7.2, , , , 3=medium, , , , false, 
false,1733,Chinook,MS;DC;RKH;SL,Horseshoe Bend,09/13/2017,Z_OLD_DECKER BS1,2=33-66% clouds,3= wind 8-12 mph; large wavelets, W, 4=flood,25,21.3,8.5, 176, 7.6, 90.5, , , , 3=medium, , , , false, 
false,1734,Chinook,MS;DC;RKH;SL,Horseshoe Bend,09/13/2017,Z_OLD_DECKER BS2,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,94,22.7,7.4, 214, 7.6, 10.2, , , , 3=medium, , , , false, 
false,1735,Chinook,MS;DC;RKH;SL,Horseshoe Bend,09/13/2017,Z_OLD_DECKER BS3,2=33-66% clouds,2= wind 4-7 mph; small wavelets, W, 4=flood,,22.7,7.8, 199, 7.8, 7.4, , , , 3=medium, , , , false, 
false,1736,Chinook,RKH;DC;MS,Miner Slough,09/14/2017,Z_OLD_MINSLO3,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,100,20.4,7.7, 135, 7.4, 13.3, , , , 1=absent, , , , false, 
false,1737,Chinook,MS;DC;RKH,Miner Slough,09/14/2017,Z_OLD_PROBR,1=0-33% clouds,2= wind 4-7 mph; small wavelets, S, 2=ebb,196,20.5,2, 131, 6.1, 2.9, , , , 1=absent, , , , false, 
false,1738,Chinook,MS;DC;RKH,Miner Slough,09/14/2017,Z_OLD_PROBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,196,20.8,3.1, 131, 6.8, 2.9, , , , 1=absent, , , , false, 
false,1739,Chinook,MS;DC;SL,z_old_San Joaquin,09/19/2017,Z_OLD_SJ1,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,,21.6,7, 174, 6.3, 7.4, , , , 3=medium, , , , false, 
false,1740,Chinook,MS;DC;SL,z_old_San Joaquin,09/19/2017,Z_OLD_SJ3,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,,22.2,6.6, 243, 7.1, 9.2, , , , 2=low, , , , false, 
false,1741,Chinook,MS;DC;SL,z_old_San Joaquin,09/19/2017,Z_OLD_SJ5,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,22.2,8.3, 275, 6.7, 16.1, , , , 2=low, , , , false, 
false,1742,Chinook,MS;DC;SL,z_old_San Joaquin,09/19/2017,Z_OLD_SJ7,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,,,, , , , , , , , , , , false, 
false,1743,Other,MS;DC;SL,z_old_East Delta,09/28/2017,Z_OLD_SS1,1=0-33% clouds,0=Calm; glassy, W, 4=flood,,17.2,8.3, 41, 5.7, 14.7, , , , 1=absent, , , , false, Crew: Matt Siepert; Dave Contreras; Dan Ellis; Rob McLean; Sunny Lee
false,1744,Other,MS;DC;RK,z_old_East Delta,09/28/2017,Z_OLD_MR,1=0-33% clouds,0=Calm; glassy, , 4=flood,,17.3,9.2, 36, 5, 19, , , , 1=absent, , , , false, Crew: Matt Siepert; Dave Contreras; Dan Ellis; Ryan Kok
